license_text,type
BSD-2-Clause Plus license Patent License patent,augmented
BSD 2-Clause with views sentence,original
BSD 2-Clause with position sentence,augmented
BSD with sentence,augmented
BSD 2-Clause with views sentence,augmented
BSD 2-Clause - first lines requirement,original
BSD 2-Clause - first lines requirement,augmented
BSD 2-Clause - first line requirement,augmented
BSD 2-Clause pkgconf disclaimer variant,original
BSD 2-Clause pkgconf disclaimer variant,augmented
BSD 2-Clause disclaimer pkgconf disclaimer variant discrepancy,augmented
BSD 2-Clause pkgconf disclaimer discrepancy,augmented
"BSD 3-Clause ""New"" or ""Revised"" License",original
"BSD Oregon 3-Clause ""New"" or ""Revised"" License",augmented
"BSD 3-Clause ""New"" Oregon ""Revised"" license",augmented
"BSD 3-Clause ""New"" or ""Revised"" License",augmented
BSD with attribution,original
BSD with attribution attribution,augmented
BSD attribution,augmented
BSD with attribution,augmented
BSD 3-Clause Clear License,original
license BSD clear 3-Clause Clear License,augmented
BSD 3-Clause clear license,augmented
BSD 3-Clause Clear License,augmented
Hewlett-Packard BSD variant license,original
Hewlett-Packard BSD variant license,augmented
Hewlett-Packard BSD discrepancy discrepancy variant license,augmented
Hewlett-Packard BSD discrepancy license,augmented
Lawrence Berkeley National Labs BSD variant license,original
Lawrence Berkeley National discrepancy Labs license BSD variant license,augmented
Lawrence Berkeley Labs BSD variant license,augmented
Lawrence Berkeley national lab BSD variant license,augmented
BSD 3-Clause Modification,original
BSD alteration 3-Clause Modification alteration,augmented
BSD 3-Clause alteration,augmented
BSD Modification,augmented
BSD 3-Clause No Military License,original
BSD License,augmented
BSD 3-Clause No military license,augmented
BSD 3-Clause No Military License military license,augmented
BSD 3-Clause No Nuclear License,original
BSD 3-Clause No Nuclear License no,augmented
BSD 3-Clause no nuclear License,augmented
3-Clause No Nuclear License,augmented
BSD 3-Clause No Nuclear License 2014,original
BSD 3-Clause No Nuclear License 2014,augmented
BSD 3-Clause no nuclear License 2014,augmented
BSD 3-Clause No Nuclear License license 2014,augmented
BSD 3-Clause No Nuclear Warranty,original
BSD 3-Clause no Nuclear guarantee,augmented
BSD No Warranty,augmented
BSD 3-Clause guarantee No Nuclear Warranty,augmented
BSD 3-Clause Open MPI variant,original
BSD 3-Clause Open MPI variant,augmented
BSD 3-Clause open MPI discrepancy,augmented
BSD 3-Clause open Open MPI variant,augmented
BSD 3-Clause Sun Microsystems,original
BSD 3-Clause Sun Microsystems,augmented
BSD 3-Clause sun Microsystems,augmented
BSD 3-Clause Sun sun sun Microsystems,augmented
BSD 3-Clause Tso variant,original
BSD 3-Clause Tso discrepancy,augmented
BSD 3-Clause Tso variant,augmented
BSD 3-Clause acpica variant,original
BSD 3-Clause acpica discrepancy,augmented
BSD 3-Clause acpica variant,augmented
BSD 3-Clause Flex variant,original
BSD 3-Clause Flex variant,augmented
BSD 3-Clause flex discrepancy,augmented
"BSD 4-Clause ""Original"" or ""Old"" License",original
"BSD 4-Clause ""Original"" Oregon ""Old"" license",augmented
"license BSD 4-Clause ""Original"" Oregon or ""Old"" License",augmented
"BSD 4-Clause ""Original"" or ""Old""",augmented
BSD 4 Clause Shortened,original
BSD four Clause shorten,augmented
BSD Shortened,augmented
four BSD 4 clause Clause Shortened,augmented
BSD-4-Clause (University of California-Specific),original
BSD-4-Clause (University of California-Specific),augmented
BSD-4-Clause (University of,augmented
BSD 4.3 RENO License,original
BSD 4.3 Reno license,augmented
BSD 4.3 RENO License,augmented
BSD Reno 4.3 RENO License,augmented
BSD 4.3 TAHOE License,original
BSD 4.3 TAHOE license,augmented
BSD 4.3 TAHOE License,augmented
BSD Advertising Acknowledgement License,original
BSD Advertising recognition license,augmented
BSD Advertising Acknowledgement License,augmented
BSD Advertising ad Acknowledgement License license,augmented
BSD with Attribution and HPND disclaimer,original
BSD with Attribution and attribution HPND disclaimer,augmented
BSD with attribution and HPND disclaimer,augmented
BSD with and HPND disclaimer,augmented
BSD-Inferno-Nettverk,original
BSD-Inferno-Nettverk,augmented
BSD Mark Modifications License,original
BSD Mark Modifications License,augmented
BSD alteration Mark Modifications License,augmented
BSD mark Modifications license,augmented
BSD Protection License,original
Protection License,augmented
BSD Protection License,augmented
BSD protection license,augmented
BSD Source Code Attribution,original
BSD beginning Code attribution,augmented
BSD Source Attribution,augmented
BSD beginning Source Code Attribution,augmented
BSD Source Code Attribution - beginning of file variant,original
BSD Source Code beginning Attribution - beginning of file variant,augmented
BSD Source Code Attribution - beginning of file variant,augmented
BSD beginning code Attribution - beginning of file variant,augmented
Systemics BSD variant license,original
Systemics BSD variant license,augmented
Systemics BSD discrepancy license,augmented
Systemics BSD variant license license discrepancy,augmented
Systemics W3Works BSD variant license,original
Systemics W3Works license BSD license variant license,augmented
Systemics W3Works BSD variant license,augmented
Systemics W3Works BSD discrepancy license,augmented
Boost Software License 1.0,original
Boost Software 1.0,augmented
Boost software license 1.0,augmented
license Boost Software License 1.0,augmented
Community Data License Agreement Permissive 1.0,original
license Community Data License Agreement Permissive agreement 1.0,augmented
community Data License agreement Permissive 1.0,augmented
Community Data License Agreement Permissive 1.0,augmented
Community Data License Agreement Permissive 2.0,original
Community Data License Agreement Permissive 2.0,augmented
Community data license Agreement Permissive 2.0,augmented
Community Data license data License Agreement Permissive 2.0,augmented
CERN Open Hardware Licence Version 2 - Permissive,original
CERN Open Hardware Licence Version two - permissive,augmented
CERN Open open Hardware Licence Version permissive 2 - Permissive,augmented
CERN Open Hardware Licence Version 2 - Permissive,augmented
European Space Agency Public License – v2.4 – Permissive (Type 3),original
European Space Agency Public – v2.4 – Permissive (Type 3),augmented
European Space Agency Public License – v2.4 – Permissive (Type 3),augmented
European space Agency populace License – v2.4 – Permissive (Type 3),augmented
European Union Public License 1.1,original
European Union populace license 1.1,augmented
European Union European Public License 1.1 populace,augmented
European Union Public License 1.1,augmented
European Union Public License 1.2,original
European European Union Public License European 1.2,augmented
European union populace License 1.2,augmented
European Union License 1.2,augmented
FSF All Permissive License,original
FSF All Permissive License,augmented
FSF All all license Permissive License,augmented
FSF all permissive License,augmented
FSF All Permissive License (without Warranty),original
FSF All Permissive License (without Warranty) all,augmented
FSF all permissive License (without Warranty),augmented
FSF All Permissive License (without Warranty),augmented
FSF Unlimited License,original
FSF unlimited license,augmented
FSF Unlimited License,augmented
license FSF Unlimited license License,augmented
FSF Unlimited License (with License Retention),original
FSF unlimited license (with license Retention),augmented
Unlimited License License Retention),augmented
FSF Unlimited license License license (with License Retention),augmented
FSF Unlimited License (with License Retention and Short Disclaimer),original
FSF unlimited License (with License Retention and short Disclaimer),augmented
Unlimited License (with License Retention and Short Disclaimer),augmented
FSF Unlimited unlimited License (with License Retention and Short Disclaimer),augmented
FSF Unlimited License (With License Retention and Warranty Disclaimer),original
FSF Unlimited License (With License Retention and Warranty Disclaimer),augmented
FSF unlimited license (With license Retention and Warranty Disclaimer),augmented
"Functional Source License, Version 1.1, MIT Future License",original
"Functional Source License, Version 1.1, MIT future license",augmented
"Functional Source License, Version license 1.1, MIT Future beginning License",augmented
"Functional Source License, Version 1.1, MIT Future License",augmented
FreeBSD Documentation License,original
license FreeBSD Documentation license License,augmented
FreeBSD License,augmented
FreeBSD documentation license,augmented
Historical Permission Notice and Disclaimer,original
Historical Notice,augmented
Historical notice Permission Notice and permission Disclaimer,augmented
Historical permission Notice and disclaimer,augmented
Historical Permission Notice and Disclaimer - DEC variant,original
historical Permission Notice and disclaimer - DEC variant,augmented
Historical Permission discrepancy Notice and historical Disclaimer - DEC variant,augmented
Historical Permission Notice and Disclaimer - DEC,augmented
Historical Permission Notice and Disclaimer - Fenneberg-Livingston variant,original
Historical Permission historical Notice and Disclaimer - Fenneberg-Livingston variant,augmented
Historical permission Notice and disclaimer - Fenneberg-Livingston variant,augmented
Historical Permission Notice and Disclaimer - Fenneberg-Livingston variant,augmented
Historical Permission Notice and Disclaimer    - INRIA-IMAG variant,original
Historical permission Notice and disclaimer - INRIA-IMAG variant,augmented
Historical Permission Notice and Disclaimer - INRIA-IMAG variant discrepancy,augmented
Historical Permission and Disclaimer - INRIA-IMAG variant,augmented
Historical Permission Notice and Disclaimer - Intel variant,original
Historical Permission discrepancy Notice and Disclaimer - Intel historical variant,augmented
Historical Permission Notice and disclaimer - Intel discrepancy,augmented
Historical Permission Notice and Disclaimer - Intel variant,augmented
Historical Permission Notice and Disclaimer - Kevlin Henney variant,original
Historical Permission Notice Disclaimer - Kevlin Henney variant,augmented
Historical Permission notice and Disclaimer - Kevlin Henney discrepancy,augmented
historical Historical Permission Notice and Disclaimer - Kevlin Henney variant,augmented
Historical Permission Notice and Disclaimer with MIT disclaimer,original
Historical Permission notice and disclaimer with MIT disclaimer,augmented
Historical Permission Notice and Disclaimer with MIT disclaimer,augmented
Historical Permission Notice and disclaimer Disclaimer with MIT notice disclaimer,augmented
Historical Permission Notice and Disclaimer - Markus Kuhn variant,original
historical Permission notice and Disclaimer - Markus Kuhn variant,augmented
Historical Permission Notice and Disclaimer - Markus Kuhn variant,augmented
Historical Permission discrepancy notice Notice and Disclaimer - Markus Kuhn variant,augmented
Historical Permission Notice and Disclaimer - Netrek variant,original
historical Permission Notice and Disclaimer - Netrek discrepancy,augmented
Permission Notice and - Netrek variant,augmented
historical notice Historical Permission Notice and Disclaimer - Netrek variant,augmented
Historical Permission Notice and Disclaimer - Pbmplus variant,original
Historical Permission Notice discrepancy permission and Disclaimer - Pbmplus variant,augmented
Historical Permission Notice and Disclaimer - Pbmplus variant,augmented
historical Permission notice and Disclaimer - Pbmplus variant,augmented
Historical Permission Notice and Disclaimer - SMC variant,original
Historical Permission Notice and historical Disclaimer - SMC variant,augmented
Historical Permission notice and disclaimer - SMC variant,augmented
Permission Notice and Disclaimer - SMC variant,augmented
Historical Permission Notice and Disclaimer - University of California variant,original
notice Historical Permission Notice and Disclaimer - University of California variant,augmented
Historical Permission Notice and Disclaimer - University California variant,augmented
Historical Permission Notice and disclaimer - university of California variant,augmented
"Historical Permission Notice and Disclaimer - University of California, US export warning",original
"Historical Permission Notice and disclaimer Disclaimer - University of California, US export warning United_States",augmented
"Historical Permission Notice and disclaimer - university of California, US export warning",augmented
"Historical Permission Notice and Disclaimer - University of California, US export",augmented
Historical Permission Notice and Disclaimer - documentation variant,original
Historical Permission Notice and documentation Disclaimer discrepancy - documentation variant,augmented
historical Permission notice and Disclaimer - documentation variant,augmented
Historical Permission Notice and Disclaimer - documentation variant,augmented
Historical Permission Notice and Disclaimer - documentation sell variant,original
Historical Permission and Disclaimer - documentation sell variant,augmented
historical Historical Permission historical Notice and Disclaimer - documentation sell variant,augmented
historical Permission Notice and disclaimer - documentation sell variant,augmented
HPND with US Government export control and 2 disclaimers,original
HPND with US export Government export control and 2 disclaimers,augmented
HPND with Government export control 2 disclaimers,augmented
HPND with United_States Government export control and two disclaimers,augmented
Historical Permission Notice and Disclaimer - merchantability variant,original
historical Permission notice and Disclaimer - merchantability variant,augmented
Historical Permission Notice and merchantability variant,augmented
Historical Permission Notice and disclaimer Disclaimer - merchantability variant,augmented
Historical Permission Notice and Disclaimer - sell xserver variant with MIT disclaimer,original
Historical Permission Notice and Disclaimer - sell xserver permission discrepancy variant with MIT disclaimer,augmented
historical Permission Notice and Disclaimer - sell xserver discrepancy with MIT disclaimer,augmented
Historical Permission and Disclaimer - sell xserver variant with MIT disclaimer,augmented
Historical Permission Notice and Disclaimer - sell regexpr variant,original
Permission and Disclaimer - sell regexpr variant,augmented
Historical Permission Notice and historical Disclaimer - sell regexpr variant,augmented
historical permission Notice and Disclaimer - sell regexpr variant,augmented
Historical Permission Notice and Disclaimer - sell variant,original
sell Historical Permission Notice and Disclaimer - sell permission variant,augmented
Historical permission notice and Disclaimer - sell variant,augmented
Historical Permission Notice and Disclaimer sell variant,augmented
HPND sell variant with MIT disclaimer,original
HPND sell variant with disclaimer MIT disclaimer,augmented
HPND sell discrepancy with Massachusetts_Institute_of_Technology disclaimer,augmented
HPND sell variant with MIT disclaimer,augmented
HPND sell variant with MIT disclaimer - reverse,original
HPND sell discrepancy with Massachusetts_Institute_of_Technology disclaimer - reverse,augmented
HPND Massachusetts_Institute_of_Technology sell variant with MIT disclaimer - reverse,augmented
HPND sell variant with MIT disclaimer - reverse,augmented
ISC License,original
ISC license,augmented
ISC License,augmented
ISC license License,augmented
ISC Veillard variant,original
ISC Veillard,augmented
ISC Veillard discrepancy,augmented
ISC Veillard variant,augmented
Licence Libre du Québec – Permissive version 1.1,original
du Québec – Permissive version 1.1,augmented
Licence Libre license du Québec – Permissive version 1.1,augmented
license Libre du Québec – permissive version 1.1,augmented
MIT License,original
Massachusetts_Institute_of_Technology license,augmented
MIT License,augmented
Massachusetts_Institute_of_Technology Massachusetts_Institute_of_Technology MIT License,augmented
MIT No Attribution,original
MIT No,augmented
Massachusetts_Institute_of_Technology No attribution,augmented
MIT No Massachusetts_Institute_of_Technology Attribution Massachusetts_Institute_of_Technology,augmented
MIT Click License,original
MIT Click License,augmented
chink chink MIT Click License,augmented
Massachusetts_Institute_of_Technology chink License,augmented
MIT Festival Variant,original
Massachusetts_Institute_of_Technology festival Variant,augmented
MIT Festival Massachusetts_Institute_of_Technology Variant Massachusetts_Institute_of_Technology,augmented
MIT Festival Variant,augmented
MIT Khronos - old variant,original
MIT Khronos - variant,augmented
MIT Khronos - old discrepancy variant Massachusetts_Institute_of_Technology,augmented
Massachusetts_Institute_of_Technology Khronos - old discrepancy,augmented
MIT License Modern Variant,original
Massachusetts_Institute_of_Technology License Modern discrepancy,augmented
MIT License Modern Variant,augmented
MIT License discrepancy modern Modern Variant,augmented
MIT-STK License,original
MIT-STK license,augmented
MIT-STK License,augmented
license MIT-STK License,augmented
MIT Tom Wu Variant,original
Massachusetts_Institute_of_Technology Tom Wu discrepancy,augmented
Massachusetts_Institute_of_Technology MIT Tom Wu Variant Tom,augmented
MIT Tom Wu Variant,augmented
MIT Open Group variant,original
MIT Open Group variant,augmented
Massachusetts_Institute_of_Technology Open group variant,augmented
MIT Open Massachusetts_Institute_of_Technology Group group variant,augmented
MIT testregex Variant,original
Massachusetts_Institute_of_Technology testregex discrepancy,augmented
MIT testregex Variant,augmented
MIT Massachusetts_Institute_of_Technology testregex Variant Massachusetts_Institute_of_Technology,augmented
MIT +no-false-attribs license,original
Massachusetts_Institute_of_Technology license MIT +no-false-attribs license,augmented
Massachusetts_Institute_of_Technology +no-false-attribs license,augmented
MIT +no-false-attribs license,augmented
Microsoft Limited Public License,original
Microsoft Limited License,augmented
Microsoft express populace License,augmented
Microsoft Limited Public express populace License,augmented
"Mulan Permissive Software License, Version 1",original
"Mulan Permissive Software License, Version 1",augmented
"Mulan Permissive software License, version 1",augmented
"Mulan Permissive version Software License, Version permissive 1",augmented
"Mulan Permissive Software License, Version 2",original
"Mulan Permissive Software License, version two",augmented
"Mulan Permissive Software License, Version 2",augmented
"Mulan Permissive Software License, Version 2 two",augmented
No Limit Public License,original
limit No Limit Public License license,augmented
No Limit populace license,augmented
No Limit Public License,augmented
Rdisc License,original
Rdisc license,augmented
Rdisc License license,augmented
Rdisc License,augmented
Technische Universitaet Berlin License 1.0,original
Technische Universitaet Berlin License 1.0,augmented
Technische Universitaet Berlin Berlin License 1.0,augmented
Technische Universitaet Berlin license 1.0,augmented
Technische Universitaet Berlin License 2.0,original
Technische Universitaet Berlin license 2.0,augmented
Technische Universitaet Berlin,augmented
Technische Universitaet Berlin License 2.0,augmented
Universal Permissive License v1.0,original
Universal Permissive License v1.0,augmented
Universal permissive license Permissive License v1.0,augmented
universal Permissive license v1.0,augmented
The Unlicense,original
The Unlicense,augmented
X11 no permit persons clause,original
X11 no permit persons clause,augmented
X11 no permit no clause persons clause,augmented
X11 no license person clause,augmented
zlib License,original
zlib License,augmented
zlib license,augmented
zlib License license,augmented
mpi Permissive License,original
mpi Permissive License,augmented
mpi Permissive permissive License,augmented
mpi permissive license,augmented
